OrderID,OrderDate,CustomerID,CustomerName,Segment,ProductID,ProductName,Category,Sub-Category,Quantity,UnitPrice,Discount,Profit,Sales,Country,City,State,Region
CA-2024-100401,2022-12-27,CUS-1031,Justin Mckay,Corporate,PROD-020,Close Monitors,Technology,Monitors,7,137.05,0.0,234.83,959.35,United States,New York,New York,East
CA-2022-100402,2022-06-01,CUS-1319,Kylie Sharp,Home Office,PROD-038,Old Writing,Office Supplies,Writing,5,604.13,0.1,505.13,2718.59,United States,Chicago,Illinois,Central
CA-2023-100403,2023-09-15,CUS-1229,Lee Stewart,Consumer,PROD-013,Such Writing,Office Supplies,Writing,7,409.38,0.1,340.34,2579.09,South Africa,Cape Town,Western Cape,MEA
CA-2022-100404,2022-09-18,CUS-1360,Chase Rice,Home Office,PROD-013,Such Writing,Office Supplies,Writing,7,160.37,0.1,252.44,1010.33,Brazil,São Paulo,São Paulo,LATAM
CA-2024-100405,2024-07-17,CUS-1007,Ryan Schaefer,Home Office,PROD-015,Key Bookcases,Furniture,Bookcases,2,684.55,0.12,280.22,1204.81,Australia,Sydney,NSW,APAC
CA-2024-100406,2022-08-20,CUS-1362,Joseph Ibarra,Corporate,PROD-009,Benefit Monitors,Technology,Monitors,6,280.0,0.1,198.9,1512.0,Canada,Toronto,Ontario,Central
CA-2024-100407,2024-10-09,CUS-1470,Scott Roman,Home Office,PROD-039,Off Tables,Furniture,Tables,1,73.1,0.05,12.78,69.44,Australia,Sydney,NSW,APAC
CA-2023-100408,2023-08-05,CUS-1281,Jermaine Owens,Corporate,PROD-009,Benefit Monitors,Technology,Monitors,8,680.66,0.05,751.07,5173.02,Germany,Berlin,Berlin,EMEA
CA-2022-100409,2022-04-07,CUS-1464,Jean Thomas,Corporate,PROD-040,Reach Envelopes,Office Supplies,Envelopes,2,502.88,0.1,216.27,905.18,United States,Chicago,Illinois,Central
CA-2022-100410,2022-08-30,CUS-1398,Kristen Mays,Consumer,PROD-027,Old Envelopes,Office Supplies,Envelopes,7,100.95,0.1,71.5,635.99,United States,New York,New York,East
CA-2022-100411,2023-05-21,CUS-1323,Kristina Howard,Home Office,PROD-030,Whatever Accessories,Technology,Accessories,6,171.72,0.1,197.57,927.29,Canada,Toronto,Ontario,Central
CA-2022-100412,2023-12-25,CUS-1395,Jonathan Graves,Consumer,PROD-029,Early Envelopes,Office Supplies,Envelopes,7,689.28,0.12,744.98,4245.96,Australia,Sydney,NSW,APAC
CA-2024-100413,2022-09-16,CUS-1204,Caleb Hubbard,Corporate,PROD-021,Billion Phones,Technology,Phones,7,210.97,0.0,198.68,1476.79,India,Mumbai,Maharashtra,APAC
CA-2023-100414,2024-04-13,CUS-1417,Allison Hurley,Consumer,PROD-026,Operation Tables,Furniture,Tables,7,513.84,0.0,291.21,3596.88,United States,Los Angeles,California,West
CA-2022-100415,2023-08-01,CUS-1302,Vicki Taylor,Home Office,PROD-013,Such Writing,Office Supplies,Writing,6,666.29,0.1,759.85,3597.97,United States,Chicago,Illinois,Central
CA-2022-100416,2024-11-07,CUS-1448,Allison Patel,Home Office,PROD-022,Final Paper,Office Supplies,Paper,1,402.41,0.0,88.4,402.41,Canada,Toronto,Ontario,Central
CA-2022-100417,2022-01-23,CUS-1161,Rachel Summers,Home Office,PROD-029,Early Envelopes,Office Supplies,Envelopes,7,518.18,0.12,735.58,3191.99,United States,Chicago,Illinois,Central
CA-2022-100418,2023-10-25,CUS-1267,Amanda Bell,Home Office,PROD-002,However Binders,Office Supplies,Binders,8,312.14,0.05,193.56,2372.26,South Africa,Cape Town,Western Cape,MEA
CA-2024-100419,2024-06-27,CUS-1334,Dr. Sarah Brown MD,Home Office,PROD-018,Senior Chairs,Furniture,Chairs,8,456.39,0.05,359.46,3468.56,Germany,Berlin,Berlin,EMEA
CA-2024-100420,2023-02-16,CUS-1499,Connie Mills,Home Office,PROD-013,Such Writing,Office Supplies,Writing,5,307.52,0.1,299.44,1383.84,India,Mumbai,Maharashtra,APAC
CA-2022-100421,2023-10-03,CUS-1131,Ryan Smith,Consumer,PROD-011,Last Paper,Office Supplies,Paper,7,47.98,0.12,28.89,295.56,India,Mumbai,Maharashtra,APAC
CA-2023-100422,2024-12-20,CUS-1375,Breanna Henson,Home Office,PROD-029,Early Envelopes,Office Supplies,Envelopes,10,492.7,0.05,586.82,4680.65,United States,Chicago,Illinois,Central
CA-2023-100423,2024-12-05,CUS-1030,Cindy Stanton,Corporate,PROD-020,Close Monitors,Technology,Monitors,7,160.42,0.05,103.54,1066.79,United States,Los Angeles,California,West
CA-2022-100424,2023-05-27,CUS-1243,Melanie Schaefer,Home Office,PROD-010,Mean Phones,Technology,Phones,7,112.73,0.1,74.44,710.2,India,Mumbai,Maharashtra,APAC
CA-2024-100425,2023-06-04,CUS-1365,Thomas Graham,Corporate,PROD-035,Including Chairs,Furniture,Chairs,8,443.09,0.0,840.39,3544.72,United States,Los Angeles,California,West
CA-2024-100426,2022-01-02,CUS-1482,Debra Moore,Home Office,PROD-018,Senior Chairs,Furniture,Chairs,4,288.22,0.1,163.23,1037.59,Canada,Toronto,Ontario,Central
CA-2024-100427,2023-10-06,CUS-1121,Spencer Moore,Home Office,PROD-032,Apply Monitors,Technology,Monitors,10,577.57,0.12,1061.08,5082.62,United States,New York,New York,East
CA-2024-100428,2023-06-17,CUS-1033,Kimberly Rivers,Home Office,PROD-019,Many Binders,Office Supplies,Binders,10,263.16,0.1,144.4,2368.44,United States,New York,New York,East
CA-2023-100429,2024-08-29,CUS-1338,Christopher Lee,Corporate,PROD-001,Summer Binders,Office Supplies,Binders,6,95.02,0.12,37.77,501.71,Brazil,São Paulo,São Paulo,LATAM
CA-2023-100430,2023-11-13,CUS-1146,Amy Mercer,Corporate,PROD-011,Last Paper,Office Supplies,Paper,5,714.53,0.12,504.6,3143.93,United States,New York,New York,East
CA-2023-100431,2022-04-10,CUS-1176,Christian Hogan,Consumer,PROD-021,Billion Phones,Technology,Phones,9,141.35,0.05,156.74,1208.54,United Kingdom,London,England,EMEA
CA-2024-100432,2024-11-08,CUS-1044,Sarah Park,Home Office,PROD-012,Cause Accessories,Technology,Accessories,2,741.99,0.05,144.97,1409.78,United Kingdom,London,England,EMEA
CA-2024-100433,2024-08-27,CUS-1427,Veronica Sandoval,Corporate,PROD-022,Final Paper,Office Supplies,Paper,4,502.05,0.05,236.63,1907.79,United States,Chicago,Illinois,Central
CA-2022-100434,2023-06-03,CUS-1419,Jamie Herman,Corporate,PROD-029,Early Envelopes,Office Supplies,Envelopes,10,499.64,0.1,779.88,4496.76,United States,New York,New York,East
CA-2022-100435,2023-12-03,CUS-1132,Thomas Robertson,Home Office,PROD-026,Operation Tables,Furniture,Tables,3,781.18,0.12,356.28,2062.32,India,Mumbai,Maharashtra,APAC
CA-2023-100436,2024-03-01,CUS-1219,Mr. Kevin Smith MD,Consumer,PROD-039,Off Tables,Furniture,Tables,8,258.57,0.0,409.65,2068.56,South Africa,Cape Town,Western Cape,MEA
CA-2024-100437,2023-06-21,CUS-1086,Matthew Gonzalez,Corporate,PROD-017,Benefit Chairs,Furniture,Chairs,2,197.18,0.12,32.17,347.04,India,Mumbai,Maharashtra,APAC
CA-2024-100438,2022-07-01,CUS-1495,Kelly Kerr,Consumer,PROD-039,Off Tables,Furniture,Tables,4,447.34,0.0,269.3,1789.36,Brazil,São Paulo,São Paulo,LATAM
CA-2024-100439,2022-01-21,CUS-1407,Maria Hudson,Corporate,PROD-016,Development Tablets,Technology,Tablets,2,448.11,0.0,147.36,896.22,Germany,Berlin,Berlin,EMEA
CA-2022-100440,2022-11-19,CUS-1325,Sherry Powell,Corporate,PROD-028,Cut Writing,Office Supplies,Writing,10,85.89,0.12,188.12,755.83,United States,Los Angeles,California,West
CA-2022-100441,2023-02-19,CUS-1006,Daniel Patrick,Corporate,PROD-011,Last Paper,Office Supplies,Paper,3,592.7,0.05,336.6,1689.2,United States,New York,New York,East
CA-2024-100442,2022-02-10,CUS-1043,Nicholas Tran,Corporate,PROD-010,Mean Phones,Technology,Phones,7,35.76,0.0,61.17,250.32,Canada,Toronto,Ontario,Central
CA-2022-100443,2024-09-16,CUS-1296,Philip Carpenter,Home Office,PROD-031,Or Envelopes,Office Supplies,Envelopes,5,322.67,0.12,335.26,1419.75,Brazil,São Paulo,São Paulo,LATAM
CA-2023-100444,2022-11-07,CUS-1244,Christopher Gates,Consumer,PROD-036,National Monitors,Technology,Monitors,10,379.02,0.1,486.05,3411.18,Canada,Toronto,Ontario,Central
CA-2024-100445,2022-02-18,CUS-1199,Benjamin Jones,Home Office,PROD-029,Early Envelopes,Office Supplies,Envelopes,6,334.17,0.12,279.83,1764.42,Germany,Berlin,Berlin,EMEA
CA-2023-100446,2022-03-25,CUS-1225,Bethany Mayer,Corporate,PROD-011,Last Paper,Office Supplies,Paper,4,193.96,0.12,142.31,682.74,South Africa,Cape Town,Western Cape,MEA
CA-2023-100447,2023-12-18,CUS-1157,Robert Heath,Corporate,PROD-039,Off Tables,Furniture,Tables,5,566.69,0.1,182.61,2550.11,United States,Chicago,Illinois,Central
CA-2023-100448,2023-11-20,CUS-1382,Michelle Williams,Home Office,PROD-035,Including Chairs,Furniture,Chairs,4,199.59,0.1,36.88,718.52,Canada,Toronto,Ontario,Central
CA-2022-100449,2022-11-28,CUS-1300,Terry Jones,Corporate,PROD-021,Billion Phones,Technology,Phones,2,25.47,0.05,7.4,48.39,United States,Los Angeles,California,West
CA-2022-100450,2024-01-17,CUS-1061,Rachel Taylor,Home Office,PROD-022,Final Paper,Office Supplies,Paper,3,344.84,0.1,206.08,931.07,Canada,Toronto,Ontario,Central
CA-2023-100451,2023-09-01,CUS-1162,Patricia Howard MD,Consumer,PROD-027,Old Envelopes,Office Supplies,Envelopes,8,357.14,0.1,326.74,2571.41,Brazil,São Paulo,São Paulo,LATAM
CA-2022-100452,2022-10-04,CUS-1408,Jasmine Davis,Consumer,PROD-024,Describe Bookcases,Furniture,Bookcases,9,263.63,0.1,237.29,2135.4,United States,Chicago,Illinois,Central
CA-2024-100453,2022-03-06,CUS-1349,Michael Hull,Corporate,PROD-012,Cause Accessories,Technology,Accessories,7,708.94,0.0,502.53,4962.58,United Kingdom,London,England,EMEA
CA-2023-100454,2023-03-18,CUS-1421,Carrie Bell,Home Office,PROD-031,Or Envelopes,Office Supplies,Envelopes,8,379.61,0.12,336.62,2672.45,Germany,Berlin,Berlin,EMEA
CA-2024-100455,2022-12-05,CUS-1441,Brett Weeks,Home Office,PROD-035,Including Chairs,Furniture,Chairs,1,679.21,0.12,76.69,597.7,United States,Los Angeles,California,West
CA-2024-100456,2024-04-26,CUS-1092,Manuel Williams,Corporate,PROD-029,Early Envelopes,Office Supplies,Envelopes,8,457.64,0.05,368.39,3478.06,United Kingdom,London,England,EMEA
CA-2023-100457,2024-01-19,CUS-1350,Tracy Lin,Consumer,PROD-019,Many Binders,Office Supplies,Binders,4,447.21,0.12,206.08,1574.18,Germany,Berlin,Berlin,EMEA
CA-2023-100458,2023-05-05,CUS-1280,Donna Spencer,Corporate,PROD-024,Describe Bookcases,Furniture,Bookcases,5,40.34,0.0,14.02,201.7,Brazil,São Paulo,São Paulo,LATAM
CA-2022-100459,2022-09-28,CUS-1040,Brent Smith,Consumer,PROD-019,Many Binders,Office Supplies,Binders,9,359.47,0.0,584.61,3235.23,South Africa,Cape Town,Western Cape,MEA
CA-2024-100460,2024-11-07,CUS-1435,Connie Hamilton,Corporate,PROD-011,Last Paper,Office Supplies,Paper,6,213.68,0.05,286.75,1217.98,United States,Los Angeles,California,West
CA-2024-100461,2022-05-10,CUS-1483,Anna Jackson,Corporate,PROD-028,Cut Writing,Office Supplies,Writing,9,738.39,0.12,1002.5,5848.05,United States,Los Angeles,California,West
CA-2024-100462,2023-10-27,CUS-1453,Karen Villa,Home Office,PROD-020,Close Monitors,Technology,Monitors,2,442.77,0.1,92.29,796.99,South Africa,Cape Town,Western Cape,MEA
CA-2022-100463,2023-10-13,CUS-1105,Kathryn Miller,Home Office,PROD-002,However Binders,Office Supplies,Binders,10,223.15,0.12,337.73,1963.72,United Kingdom,London,England,EMEA
CA-2023-100464,2024-02-28,CUS-1153,Jon Schroeder,Home Office,PROD-014,Them Phones,Technology,Phones,5,495.77,0.1,241.18,2230.97,United States,Chicago,Illinois,Central
CA-2022-100465,2022-10-21,CUS-1380,Douglas Serrano,Corporate,PROD-002,However Binders,Office Supplies,Binders,6,725.94,0.1,606.56,3920.08,India,Mumbai,Maharashtra,APAC
CA-2022-100466,2022-09-08,CUS-1408,Sherri Nolan,Consumer,PROD-012,Cause Accessories,Technology,Accessories,10,37.81,0.1,23.23,340.29,South Africa,Cape Town,Western Cape,MEA
CA-2023-100467,2022-04-22,CUS-1145,Lynn Gibson,Consumer,PROD-017,Benefit Chairs,Furniture,Chairs,1,513.91,0.12,59.35,452.24,South Africa,Cape Town,Western Cape,MEA
CA-2024-100468,2022-11-20,CUS-1267,Adam Tyler,Consumer,PROD-006,As Phones,Technology,Phones,2,288.4,0.05,59.26,547.96,United States,New York,New York,East
CA-2023-100469,2024-10-19,CUS-1040,Brittany Lewis,Consumer,PROD-040,Reach Envelopes,Office Supplies,Envelopes,5,781.37,0.05,527.39,3711.51,Germany,Berlin,Berlin,EMEA
CA-2022-100470,2022-06-27,CUS-1057,Vicki Weaver,Home Office,PROD-037,Care Tables,Furniture,Tables,7,550.99,0.05,728.87,3664.08,United Kingdom,London,England,EMEA
CA-2024-100471,2024-01-21,CUS-1147,Darren Perez,Consumer,PROD-021,Billion Phones,Technology,Phones,7,46.59,0.0,34.47,326.13,Germany,Berlin,Berlin,EMEA
CA-2022-100472,2024-08-11,CUS-1295,Rebecca Bauer,Corporate,PROD-033,Wear Tables,Furniture,Tables,7,353.6,0.1,339.05,2227.68,Germany,Berlin,Berlin,EMEA
CA-2024-100473,2023-10-25,CUS-1067,James Floyd,Consumer,PROD-024,Describe Bookcases,Furniture,Bookcases,5,312.07,0.0,206.96,1560.35,Australia,Sydney,NSW,APAC
CA-2022-100474,2023-03-28,CUS-1450,Lori Stafford,Consumer,PROD-026,Operation Tables,Furniture,Tables,8,219.88,0.0,161.28,1759.04,South Africa,Cape Town,Western Cape,MEA
CA-2023-100475,2023-07-30,CUS-1299,Paul Garcia,Home Office,PROD-002,However Binders,Office Supplies,Binders,2,460.78,0.05,96.63,875.48,India,Mumbai,Maharashtra,APAC
CA-2023-100476,2023-07-30,CUS-1145,Sandra Castillo,Consumer,PROD-012,Cause Accessories,Technology,Accessories,2,643.68,0.12,232.59,1132.88,United States,New York,New York,East
CA-2022-100477,2024-10-27,CUS-1269,Vicki Riddle,Home Office,PROD-032,Apply Monitors,Technology,Monitors,8,422.96,0.05,246.34,3214.5,United States,Chicago,Illinois,Central
CA-2022-100478,2024-05-12,CUS-1477,Lindsay Martin,Home Office,PROD-004,Should Accessories,Technology,Accessories,2,157.66,0.05,36.33,299.55,Germany,Berlin,Berlin,EMEA
CA-2022-100479,2024-05-14,CUS-1448,Susan Gillespie,Consumer,PROD-027,Old Envelopes,Office Supplies,Envelopes,2,284.05,0.1,123.65,511.29,India,Mumbai,Maharashtra,APAC
CA-2022-100480,2023-06-04,CUS-1178,Daniel Rodriguez,Home Office,PROD-004,Should Accessories,Technology,Accessories,7,364.29,0.12,466.01,2244.03,India,Mumbai,Maharashtra,APAC
CA-2023-100481,2024-03-01,CUS-1336,James Miller,Consumer,PROD-017,Benefit Chairs,Furniture,Chairs,1,480.64,0.12,54.12,422.96,Australia,Sydney,NSW,APAC
CA-2023-100482,2022-04-13,CUS-1187,Kevin Roberts,Consumer,PROD-026,Operation Tables,Furniture,Tables,5,584.33,0.1,181.73,2629.49,Brazil,São Paulo,São Paulo,LATAM
CA-2023-100483,2022-05-08,CUS-1116,Christopher Green,Consumer,PROD-021,Billion Phones,Technology,Phones,5,760.88,0.1,300.78,3423.96,United States,Los Angeles,California,West
CA-2023-100484,2023-07-11,CUS-1386,Bradley Lee,Consumer,PROD-011,Last Paper,Office Supplies,Paper,1,336.09,0.12,68.02,295.76,United States,Chicago,Illinois,Central
CA-2023-100485,2022-10-31,CUS-1396,Lauren Robinson,Corporate,PROD-037,Care Tables,Furniture,Tables,4,422.35,0.1,379.1,1520.46,India,Mumbai,Maharashtra,APAC
CA-2022-100486,2023-05-03,CUS-1216,Kelly Baker,Home Office,PROD-005,Ever Chairs,Furniture,Chairs,3,376.1,0.0,96.01,1128.3,United States,Chicago,Illinois,Central
CA-2024-100487,2024-03-05,CUS-1409,Debra Craig,Corporate,PROD-039,Off Tables,Furniture,Tables,3,446.04,0.0,196.38,1338.12,United States,New York,New York,East
CA-2023-100488,2023-02-09,CUS-1460,Kayla White,Home Office,PROD-011,Last Paper,Office Supplies,Paper,4,621.14,0.05,254.59,2360.33,United Kingdom,London,England,EMEA
CA-2023-100489,2023-05-02,CUS-1495,Matthew Aguilar,Corporate,PROD-017,Benefit Chairs,Furniture,Chairs,4,330.09,0.0,190.07,1320.36,Germany,Berlin,Berlin,EMEA
CA-2024-100490,2023-11-12,CUS-1101,Ryan Watkins,Home Office,PROD-028,Cut Writing,Office Supplies,Writing,2,370.43,0.05,91.12,703.82,United States,Los Angeles,California,West
CA-2024-100491,2022-03-27,CUS-1064,Brianna Gardner,Corporate,PROD-040,Reach Envelopes,Office Supplies,Envelopes,4,123.4,0.0,44.23,493.6,South Africa,Cape Town,Western Cape,MEA
CA-2022-100492,2023-06-15,CUS-1334,Stephen Fleming,Corporate,PROD-026,Operation Tables,Furniture,Tables,6,50.69,0.12,37.54,267.64,Brazil,São Paulo,São Paulo,LATAM
CA-2022-100493,2023-10-12,CUS-1479,Dawn Reed,Consumer,PROD-009,Benefit Monitors,Technology,Monitors,4,489.89,0.05,227.08,1861.58,United Kingdom,London,England,EMEA
CA-2023-100494,2022-11-18,CUS-1164,Chad Yang,Consumer,PROD-003,Include Writing,Office Supplies,Writing,9,140.07,0.12,267.8,1109.35,Brazil,São Paulo,São Paulo,LATAM
CA-2022-100495,2024-05-09,CUS-1232,Laura Burns,Consumer,PROD-032,Apply Monitors,Technology,Monitors,3,311.68,0.1,153.92,841.54,United Kingdom,London,England,EMEA
CA-2022-100496,2023-07-26,CUS-1229,Jamie Hayes,Consumer,PROD-010,Mean Phones,Technology,Phones,3,773.51,0.12,444.96,2042.07,India,Mumbai,Maharashtra,APAC
CA-2022-100497,2023-02-12,CUS-1258,Nicole Cannon,Home Office,PROD-030,Whatever Accessories,Technology,Accessories,2,735.01,0.05,114.46,1396.52,India,Mumbai,Maharashtra,APAC
CA-2023-100498,2023-12-11,CUS-1073,Carla Hernandez,Home Office,PROD-012,Cause Accessories,Technology,Accessories,5,768.83,0.12,233.54,3382.85,Canada,Toronto,Ontario,Central
CA-2022-100499,2023-06-13,CUS-1054,Laura Kelly,Home Office,PROD-008,Rule Envelopes,Office Supplies,Envelopes,3,615.52,0.05,392.88,1754.23,Germany,Berlin,Berlin,EMEA
CA-2024-100500,2023-05-04,CUS-1261,Amanda Noble,Corporate,PROD-007,Get Writing,Office Supplies,Writing,8,71.47,0.12,86.16,503.15,Australia,Sydney,NSW,APAC
CA-2022-100501,2024-05-06,CUS-1163,Kelsey Carey,Corporate,PROD-007,Get Writing,Office Supplies,Writing,1,798.03,0.12,135.24,702.27,United States,New York,New York,East
CA-2023-100502,2022-01-15,CUS-1220,Teresa Murphy,Corporate,PROD-009,Benefit Monitors,Technology,Monitors,8,320.98,0.05,336.61,2439.45,Australia,Sydney,NSW,APAC
CA-2023-100503,2022-09-29,CUS-1481,Kristine Griffith,Home Office,PROD-013,Such Writing,Office Supplies,Writing,1,736.02,0.0,158.34,736.02,United States,Los Angeles,California,West
CA-2022-100504,2023-03-01,CUS-1173,Timothy Wright,Consumer,PROD-003,Include Writing,Office Supplies,Writing,5,605.67,0.12,578.41,2664.95,South Africa,Cape Town,Western Cape,MEA
CA-2022-100505,2022-11-18,CUS-1042,Haley Strickland,Corporate,PROD-020,Close Monitors,Technology,Monitors,9,460.52,0.1,202.89,3730.21,India,Mumbai,Maharashtra,APAC
CA-2023-100506,2023-03-09,CUS-1310,Thomas Baker,Corporate,PROD-005,Ever Chairs,Furniture,Chairs,5,636.65,0.12,444.73,2801.26,South Africa,Cape Town,Western Cape,MEA
CA-2023-100507,2022-11-18,CUS-1295,Mary Fletcher,Consumer,PROD-026,Operation Tables,Furniture,Tables,8,146.76,0.05,227.0,1115.38,South Africa,Cape Town,Western Cape,MEA
CA-2022-100508,2022-11-30,CUS-1226,Jeremy Hale,Consumer,PROD-040,Reach Envelopes,Office Supplies,Envelopes,7,36.6,0.12,49.61,225.46,United States,New York,New York,East
CA-2024-100509,2023-07-08,CUS-1312,Jonathan Sherman,Consumer,PROD-027,Old Envelopes,Office Supplies,Envelopes,8,131.09,0.05,212.16,996.28,Brazil,São Paulo,São Paulo,LATAM
CA-2024-100510,2024-11-09,CUS-1389,Christopher Smith,Home Office,PROD-007,Get Writing,Office Supplies,Writing,3,622.49,0.0,149.28,1867.47,United States,Chicago,Illinois,Central
CA-2022-100511,2024-03-27,CUS-1430,Morgan Pope,Home Office,PROD-040,Reach Envelopes,Office Supplies,Envelopes,8,329.35,0.1,372.36,2371.32,United States,Chicago,Illinois,Central
CA-2023-100512,2024-02-02,CUS-1175,Madeline Howard,Consumer,PROD-037,Care Tables,Furniture,Tables,7,430.36,0.12,472.79,2651.02,United Kingdom,London,England,EMEA
CA-2022-100513,2023-08-07,CUS-1111,Angela Thomas,Consumer,PROD-020,Close Monitors,Technology,Monitors,3,438.87,0.0,289.21,1316.61,Brazil,São Paulo,São Paulo,LATAM
CA-2024-100514,2023-06-10,CUS-1380,Taylor Harris,Consumer,PROD-028,Cut Writing,Office Supplies,Writing,7,117.28,0.0,67.34,820.96,Brazil,São Paulo,São Paulo,LATAM
CA-2022-100515,2023-03-27,CUS-1027,Stephanie Olsen,Consumer,PROD-032,Apply Monitors,Technology,Monitors,5,98.2,0.05,34.15,466.45,United States,Chicago,Illinois,Central
CA-2023-100516,2024-06-02,CUS-1189,Vickie Wood,Home Office,PROD-008,Rule Envelopes,Office Supplies,Envelopes,5,589.77,0.12,375.05,2594.99,United States,Los Angeles,California,West
CA-2022-100517,2023-02-07,CUS-1424,Donald Durham,Consumer,PROD-011,Last Paper,Office Supplies,Paper,3,706.42,0.1,341.45,1907.33,Australia,Sydney,NSW,APAC
CA-2023-100518,2024-12-11,CUS-1036,James Murray,Home Office,PROD-019,Many Binders,Office Supplies,Binders,4,797.91,0.05,583.01,3032.06,United States,New York,New York,East
CA-2023-100519,2024-11-28,CUS-1233,Ryan Brown,Home Office,PROD-030,Whatever Accessories,Technology,Accessories,1,791.08,0.12,128.54,696.15,Australia,Sydney,NSW,APAC
CA-2024-100520,2022-06-30,CUS-1444,Courtney Rivas,Home Office,PROD-040,Reach Envelopes,Office Supplies,Envelopes,2,93.12,0.1,29.98,167.62,Canada,Toronto,Ontario,Central
CA-2024-100521,2023-10-30,CUS-1254,Lauren Castillo,Consumer,PROD-012,Cause Accessories,Technology,Accessories,8,383.04,0.05,161.5,2911.1,Germany,Berlin,Berlin,EMEA
CA-2022-100522,2024-09-02,CUS-1275,Angela Beck,Home Office,PROD-010,Mean Phones,Technology,Phones,1,29.57,0.12,6.49,26.02,Australia,Sydney,NSW,APAC
CA-2022-100523,2022-11-16,CUS-1246,Maria Michael,Home Office,PROD-031,Or Envelopes,Office Supplies,Envelopes,4,799.43,0.1,374.3,2877.95,United States,Chicago,Illinois,Central
CA-2024-100524,2022-03-09,CUS-1208,Andre Torres,Corporate,PROD-015,Key Bookcases,Furniture,Bookcases,5,113.46,0.12,97.92,499.22,South Africa,Cape Town,Western Cape,MEA
CA-2024-100525,2022-09-21,CUS-1087,Kristine Leonard,Corporate,PROD-022,Final Paper,Office Supplies,Paper,7,585.68,0.1,479.6,3689.78,Brazil,São Paulo,São Paulo,LATAM
CA-2024-100526,2023-01-11,CUS-1022,Jill Williams,Home Office,PROD-001,Summer Binders,Office Supplies,Binders,5,518.12,0.12,260.33,2279.73,Brazil,São Paulo,São Paulo,LATAM
CA-2023-100527,2024-01-30,CUS-1290,Stefanie Alvarado,Corporate,PROD-006,As Phones,Technology,Phones,8,221.5,0.12,205.1,1559.36,Germany,Berlin,Berlin,EMEA
CA-2023-100528,2022-09-14,CUS-1086,Leonard Hamilton,Home Office,PROD-021,Billion Phones,Technology,Phones,1,731.56,0.05,147.6,694.98,Australia,Sydney,NSW,APAC
CA-2024-100529,2024-03-17,CUS-1429,Amber Miller,Corporate,PROD-006,As Phones,Technology,Phones,6,200.39,0.05,262.69,1142.22,Germany,Berlin,Berlin,EMEA
CA-2022-100530,2024-06-02,CUS-1005,Darius Black,Consumer,PROD-014,Them Phones,Technology,Phones,5,78.79,0.0,29.74,393.95,South Africa,Cape Town,Western Cape,MEA
CA-2023-100531,2023-09-17,CUS-1355,Donna Sullivan,Home Office,PROD-027,Old Envelopes,Office Supplies,Envelopes,4,751.64,0.05,394.9,2856.23,United States,Chicago,Illinois,Central
CA-2022-100532,2024-08-13,CUS-1045,Ashley Lopez,Consumer,PROD-020,Close Monitors,Technology,Monitors,5,287.26,0.05,187.29,1364.48,Brazil,São Paulo,São Paulo,LATAM
CA-2023-100533,2024-09-20,CUS-1432,Jennifer Foster,Home Office,PROD-026,Operation Tables,Furniture,Tables,2,682.72,0.05,185.62,1297.17,United States,New York,New York,East
CA-2022-100534,2022-03-27,CUS-1366,Stacey Bartlett,Corporate,PROD-022,Final Paper,Office Supplies,Paper,1,185.24,0.0,42.2,185.24,United States,Chicago,Illinois,Central
CA-2024-100535,2023-08-01,CUS-1326,Michael Shea,Home Office,PROD-023,Book Accessories,Technology,Accessories,7,76.18,0.05,25.39,506.6,United States,Los Angeles,California,West
CA-2022-100536,2024-08-25,CUS-1115,Chelsey Whitaker,Corporate,PROD-033,Wear Tables,Furniture,Tables,3,509.63,0.12,227.15,1345.42,Brazil,São Paulo,São Paulo,LATAM
CA-2024-100537,2024-10-20,CUS-1460,Stephanie Beltran MD,Home Office,PROD-031,Or Envelopes,Office Supplies,Envelopes,9,405.29,0.1,324.05,3282.85,Australia,Sydney,NSW,APAC
CA-2022-100538,2022-02-24,CUS-1163,Hannah Fisher,Home Office,PROD-040,Reach Envelopes,Office Supplies,Envelopes,3,728.71,0.12,450.92,1923.79,India,Mumbai,Maharashtra,APAC
CA-2022-100539,2024-10-29,CUS-1037,James Chapman,Consumer,PROD-023,Book Accessories,Technology,Accessories,9,362.65,0.1,637.7,2937.47,India,Mumbai,Maharashtra,APAC
CA-2023-100540,2022-03-01,CUS-1311,Erika Hanson,Consumer,PROD-019,Many Binders,Office Supplies,Binders,8,459.66,0.05,515.54,3493.42,United States,New York,New York,East
CA-2022-100541,2024-03-25,CUS-1191,Brenda Knight,Corporate,PROD-001,Summer Binders,Office Supplies,Binders,4,729.82,0.05,581.7,2773.32,India,Mumbai,Maharashtra,APAC
CA-2024-100542,2024-02-25,CUS-1306,Linda Alexander,Home Office,PROD-037,Care Tables,Furniture,Tables,5,82.66,0.05,87.07,392.63,Brazil,São Paulo,São Paulo,LATAM
CA-2022-100543,2024-12-07,CUS-1105,Bradley Bullock,Home Office,PROD-021,Billion Phones,Technology,Phones,10,577.49,0.1,823.5,5197.41,Australia,Sydney,NSW,APAC
CA-2022-100544,2022-08-28,CUS-1124,Jessica Potter,Corporate,PROD-021,Billion Phones,Technology,Phones,4,766.2,0.1,545.31,2758.32,Brazil,São Paulo,São Paulo,LATAM
CA-2022-100545,2024-12-04,CUS-1102,Lisa Barron,Home Office,PROD-027,Old Envelopes,Office Supplies,Envelopes,10,483.47,0.05,1056.16,4592.97,Germany,Berlin,Berlin,EMEA
